epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,191.678,1.22464,1.14812,1.0554,0.47808,0.85119,0.60334,0.36953,1.25726,1.15129,0.99293,0.00112299,0.00112299,0.00112299
51,195.288,1.23451,1.16691,1.07891,0.49686,0.8125,0.60964,0.36033,1.38953,1.10046,1.03135,0.00111189,0.00111189,0.00111189
52,198.838,1.21347,1.15035,1.05641,0.49746,0.8778,0.58031,0.35351,1.35907,1.11004,1.01318,0.00110079,0.00110079,0.00110079
53,202.412,1.27122,1.17033,1.07871,0.48005,0.87116,0.62188,0.32323,1.60531,1.12294,1.10749,0.00108968,0.00108968,0.00108968
54,205.762,1.26314,1.15035,1.06889,0.48473,0.77579,0.6074,0.35397,1.48436,1.12157,1.06659,0.00107858,0.00107858,0.00107858
55,209.306,1.24054,1.13969,1.07081,0.48887,0.79825,0.58397,0.24834,1.95114,1.19692,1.25594,0.00106748,0.00106748,0.00106748
56,216.611,1.2499,1.15251,1.07086,0.49025,0.74672,0.59018,0.28641,1.77684,1.16807,1.17901,0.00105638,0.00105638,0.00105638
57,224.158,1.20328,1.12121,1.05885,0.45482,0.85913,0.59606,0.36629,1.25759,1.13236,0.98248,0.00104528,0.00104528,0.00104528
58,231.522,1.24759,1.13243,1.05938,0.45233,0.8319,0.59731,0.36163,1.35135,1.19908,1.01077,0.00103417,0.00103417,0.00103417
59,238.936,1.21968,1.12949,1.06793,0.48408,0.83876,0.59452,0.38312,1.19778,1.10699,0.97019,0.00102307,0.00102307,0.00102307
60,246.322,1.2551,1.14953,1.07403,0.48124,0.83433,0.60524,0.38251,1.20728,1.11149,0.97514,0.00101197,0.00101197,0.00101197
61,253.565,1.26289,1.17554,1.05731,0.49564,0.86012,0.58104,0.30699,1.67843,1.16654,1.14788,0.00100087,0.00100087,0.00100087
62,259.375,1.23207,1.14063,1.06399,0.48726,0.78571,0.57014,0.36584,1.201,1.13346,0.97418,0.000989765,0.000989765,0.000989765
63,263.182,1.19006,1.12617,1.04528,0.46285,0.86836,0.57765,0.37891,1.18318,1.1167,0.96476,0.000978662,0.000978662,0.000978662
64,270.294,1.19315,1.15015,1.05848,0.45263,0.84812,0.59896,0.36616,1.33094,1.11899,1.0056,0.00096756,0.00096756,0.00096756
65,275.926,1.22224,1.14482,1.07511,0.453,0.81349,0.60092,0.37242,1.22,1.15526,0.97572,0.000956458,0.000956458,0.000956458
66,279.617,1.24457,1.13553,1.06476,0.53224,0.74901,0.60638,0.31429,1.65205,1.14607,1.12474,0.000945356,0.000945356,0.000945356
67,283.19,1.20467,1.11295,1.05047,0.49659,0.86905,0.6255,0.39499,1.27726,1.08461,0.98985,0.000934253,0.000934253,0.000934253
68,286.748,1.22085,1.12798,1.06378,0.50275,0.72912,0.61092,0.39507,1.187,1.08809,0.97457,0.000923151,0.000923151,0.000923151
69,290.303,1.23265,1.12255,1.06704,0.50077,0.87138,0.6204,0.38978,1.29825,1.07901,1.0004,0.000912049,0.000912049,0.000912049
70,293.901,1.21043,1.13026,1.05152,0.48526,0.80729,0.59827,0.36812,1.3526,1.08371,1.01925,0.000900947,0.000900947,0.000900947
71,297.541,1.19591,1.14154,1.05212,0.50928,0.8592,0.60319,0.37917,1.13819,1.10049,0.95757,0.000889845,0.000889845,0.000889845
72,301.399,1.2039,1.12995,1.06447,0.50656,0.85425,0.63657,0.40657,1.29478,1.07872,0.98014,0.000878742,0.000878742,0.000878742
73,305.047,1.19129,1.1025,1.04739,0.51085,0.77083,0.61223,0.33875,1.5617,1.11641,1.07411,0.00086764,0.00086764,0.00086764
74,308.539,1.15769,1.11472,1.06068,0.53654,0.7877,0.62971,0.405,1.15122,1.04478,0.95651,0.000856538,0.000856538,0.000856538
75,312.027,1.18751,1.10011,1.05461,0.47892,0.84325,0.58644,0.38037,1.23611,1.14218,0.98097,0.000845436,0.000845436,0.000845436
76,315.582,1.14233,1.09303,1.0445,0.48761,0.74802,0.60103,0.38886,1.15869,1.1259,0.95426,0.000834333,0.000834333,0.000834333
77,319.216,1.20558,1.11358,1.06158,0.50854,0.79971,0.63183,0.38536,1.29499,1.11575,0.99124,0.000823231,0.000823231,0.000823231
78,322.653,1.2067,1.09959,1.04347,0.50387,0.76071,0.62097,0.3929,1.22163,1.09158,0.97432,0.000812129,0.000812129,0.000812129
79,326.214,1.19595,1.09745,1.05116,0.48095,0.88194,0.63003,0.39032,1.29353,1.05935,0.98526,0.000801027,0.000801027,0.000801027
80,329.833,1.18805,1.08572,1.03575,0.49218,0.86706,0.66088,0.39677,1.36275,1.06938,1.01859,0.000789925,0.000789925,0.000789925
81,333.498,1.17731,1.07997,1.04484,0.50894,0.80459,0.63616,0.40717,1.17211,1.05702,0.95529,0.000778822,0.000778822,0.000778822
82,337.079,1.1794,1.10085,1.03098,0.45441,0.85317,0.61406,0.38105,1.29294,1.17988,0.98363,0.00076772,0.00076772,0.00076772
83,340.834,1.16174,1.07269,1.04571,0.51347,0.77183,0.63305,0.39871,1.20165,1.05122,0.96681,0.000756618,0.000756618,0.000756618
84,344.391,1.16878,1.06669,1.05235,0.47169,0.86423,0.62128,0.39534,1.23468,1.09977,0.97294,0.000745516,0.000745516,0.000745516
85,347.974,1.14939,1.06452,1.0413,0.50883,0.80575,0.65882,0.36149,1.5407,1.08707,1.06312,0.000734414,0.000734414,0.000734414
86,351.487,1.1815,1.08652,1.04024,0.46629,0.82006,0.62768,0.41545,1.10876,1.06838,0.93847,0.000723311,0.000723311,0.000723311
87,355.137,1.20151,1.11208,1.05588,0.51183,0.81052,0.62088,0.40626,1.13757,1.04489,0.95869,0.000712209,0.000712209,0.000712209
88,358.692,1.15659,1.07881,1.0353,0.52728,0.78968,0.65639,0.3753,1.44479,1.05237,1.02961,0.000701107,0.000701107,0.000701107
89,362.241,1.15145,1.08128,1.03535,0.50686,0.85218,0.63923,0.38593,1.30224,1.06155,0.98718,0.000690005,0.000690005,0.000690005
90,365.814,1.15724,1.08809,1.04066,0.51447,0.84921,0.62593,0.3657,1.41484,1.05774,1.02498,0.000678902,0.000678902,0.000678902
91,369.45,1.1716,1.08311,1.04798,0.49274,0.84563,0.64336,0.36823,1.4697,1.0888,1.04005,0.0006678,0.0006678,0.0006678
92,373.115,1.15177,1.07608,1.04208,0.5331,0.77803,0.66197,0.4141,1.23378,1.03189,0.97717,0.000656698,0.000656698,0.000656698
93,376.792,1.17031,1.06442,1.04773,0.50491,0.85813,0.6549,0.43424,1.1753,1.04775,0.95636,0.000645596,0.000645596,0.000645596
94,380.454,1.15196,1.06165,1.02825,0.56066,0.77976,0.66805,0.41138,1.26366,1.02868,0.97171,0.000634494,0.000634494,0.000634494
95,384.221,1.14577,1.06003,1.02512,0.50759,0.76674,0.6049,0.38629,1.22816,1.04778,0.97519,0.000623391,0.000623391,0.000623391
96,387.915,1.16831,1.06365,1.04789,0.55106,0.76091,0.62668,0.40182,1.17593,1.03317,0.95686,0.000612289,0.000612289,0.000612289
97,391.601,1.14936,1.08732,1.0313,0.47342,0.8006,0.62374,0.40832,1.17517,1.08671,0.95742,0.000601187,0.000601187,0.000601187
98,395.208,1.12467,1.06652,1.02339,0.45639,0.80853,0.57343,0.37272,1.20606,1.12331,0.95629,0.000590085,0.000590085,0.000590085
99,398.722,1.11938,1.05743,1.03439,0.49543,0.8489,0.60814,0.37793,1.3564,1.11524,0.99744,0.000578982,0.000578982,0.000578982
100,402.355,1.16656,1.07841,1.04216,0.47755,0.84425,0.61953,0.41301,1.13911,1.04593,0.94333,0.00056788,0.00056788,0.00056788
101,406.159,1.12304,1.06914,1.02119,0.50802,0.82864,0.63723,0.42748,1.14309,1.02109,0.94364,0.000556778,0.000556778,0.000556778
102,409.867,1.13119,1.06648,1.0286,0.48248,0.875,0.64888,0.38961,1.3445,1.04036,0.99605,0.000545676,0.000545676,0.000545676
103,413.447,1.17595,1.06321,1.03929,0.50891,0.79663,0.6207,0.38884,1.30808,1.02238,0.98204,0.000534574,0.000534574,0.000534574
104,417.086,1.14841,1.05894,1.03873,0.49335,0.88393,0.6102,0.36372,1.34733,1.08069,1.00442,0.000523471,0.000523471,0.000523471
105,420.625,1.14383,1.05737,1.03461,0.5033,0.82139,0.61304,0.3746,1.35228,1.04843,1.00677,0.000512369,0.000512369,0.000512369
106,424.113,1.11791,1.04517,1.03406,0.51851,0.80357,0.63818,0.36123,1.51402,1.05712,1.06435,0.000501267,0.000501267,0.000501267
107,427.68,1.12077,1.02304,1.02666,0.50667,0.82835,0.63229,0.4035,1.24663,1.00933,0.97659,0.000490165,0.000490165,0.000490165
108,431.27,1.10218,1.02003,1.01518,0.5021,0.88492,0.64262,0.42793,1.08558,1.02148,0.9347,0.000479062,0.000479062,0.000479062
109,435.059,1.13135,1.06107,1.02613,0.51215,0.76973,0.62996,0.43102,1.11128,1.00288,0.93507,0.00046796,0.00046796,0.00046796
110,438.486,1.09995,1.02431,1.00847,0.48741,0.76687,0.6083,0.3985,1.13564,1.03024,0.93706,0.000456858,0.000456858,0.000456858
111,441.945,1.14978,1.05333,1.03692,0.5445,0.74504,0.64595,0.43275,1.08257,1.00184,0.93503,0.000445756,0.000445756,0.000445756
112,445.46,1.08778,1.0301,1.01652,0.48363,0.79861,0.6326,0.43165,1.07913,1.06562,0.92637,0.000434654,0.000434654,0.000434654
113,448.925,1.09997,1.03736,1.01617,0.53117,0.77441,0.63359,0.42117,1.09355,1.01592,0.93046,0.000423551,0.000423551,0.000423551
114,452.5,1.14636,1.02441,1.03447,0.54778,0.74405,0.62481,0.4073,1.13055,1.01748,0.93868,0.000412449,0.000412449,0.000412449
115,456.03,1.12968,1.03523,1.02618,0.46905,0.85954,0.62233,0.4013,1.20164,1.11343,0.95935,0.000401347,0.000401347,0.000401347
116,459.505,1.11605,1.03428,1.03435,0.45612,0.81647,0.62355,0.4031,1.1969,1.07369,0.96292,0.000390245,0.000390245,0.000390245
117,463.121,1.11882,1.02999,1.00864,0.52141,0.71389,0.62026,0.40092,1.17267,1.04335,0.95283,0.000379142,0.000379142,0.000379142
118,466.505,1.09914,1.01795,1.01464,0.49212,0.87599,0.6221,0.39411,1.26803,1.06949,0.97095,0.00036804,0.00036804,0.00036804
119,469.966,1.13492,1.04926,1.02711,0.50741,0.82738,0.62491,0.4184,1.08775,1.0165,0.93429,0.000356938,0.000356938,0.000356938
120,473.574,1.11394,1.01957,1.02085,0.50462,0.89187,0.65822,0.43535,1.10847,1.00707,0.93289,0.000345836,0.000345836,0.000345836
121,477.096,1.10413,1.02448,1.00677,0.51483,0.78876,0.63188,0.40495,1.23447,1.03063,0.97633,0.000334734,0.000334734,0.000334734
122,480.511,1.10452,1.02222,1.02691,0.49994,0.82516,0.61524,0.41603,1.08995,1.02751,0.937,0.000323631,0.000323631,0.000323631
123,483.883,1.09147,1.00403,1.01485,0.51217,0.80045,0.61554,0.41379,1.12679,1.01884,0.9505,0.000312529,0.000312529,0.000312529
124,487.82,1.08159,0.99571,1.01174,0.51197,0.81448,0.63148,0.41869,1.14796,1.00919,0.96215,0.000301427,0.000301427,0.000301427
125,491.418,1.09165,1.01192,1.01894,0.55243,0.7419,0.63992,0.42752,1.09328,0.99549,0.93696,0.000290325,0.000290325,0.000290325
126,495.043,1.08805,1.04198,1.01847,0.56088,0.75218,0.65045,0.43904,1.10577,0.9967,0.93905,0.000279222,0.000279222,0.000279222
127,498.661,1.11599,1.02773,1.02211,0.5764,0.71726,0.6492,0.439,1.12176,1.0061,0.93484,0.00026812,0.00026812,0.00026812
128,502.319,1.0576,1.00388,0.99441,0.46859,0.87193,0.62065,0.41643,1.09702,1.01708,0.93141,0.000257018,0.000257018,0.000257018
129,506.559,1.06901,1.02114,1.00688,0.47841,0.86084,0.64659,0.4202,1.17327,1.02116,0.94848,0.000245916,0.000245916,0.000245916
130,510.189,1.11442,1.01954,1.01803,0.50504,0.8173,0.63933,0.4306,1.1295,1.01417,0.93482,0.000234814,0.000234814,0.000234814
131,513.633,1.07698,1.0103,1.01586,0.52688,0.74702,0.64292,0.44072,1.05087,1.0145,0.91954,0.000223711,0.000223711,0.000223711
132,517.2,1.09169,1.01338,1.01626,0.52516,0.79969,0.64891,0.4304,1.13669,1.01127,0.94196,0.000212609,0.000212609,0.000212609
133,520.869,1.05217,1.00062,0.99747,0.59662,0.72718,0.65758,0.44995,1.0765,0.99594,0.92715,0.000201507,0.000201507,0.000201507
134,524.446,1.0907,0.98722,1.00229,0.56944,0.75767,0.64096,0.42863,1.11383,0.9812,0.93659,0.000190405,0.000190405,0.000190405
135,528.079,1.06467,1.02122,0.99391,0.50864,0.87401,0.64083,0.44102,1.12964,1.00543,0.9373,0.000179303,0.000179303,0.000179303
136,531.828,1.06418,1.01421,1.0036,0.53674,0.76711,0.63661,0.43646,1.11839,1.01015,0.93612,0.0001682,0.0001682,0.0001682
137,535.437,1.09325,1.01583,1.01347,0.52347,0.76465,0.62323,0.42498,1.11188,1.01554,0.93366,0.000157098,0.000157098,0.000157098
138,539.051,1.10264,1.0007,1.0206,0.53066,0.7629,0.62859,0.42097,1.15694,1.01274,0.95226,0.000145996,0.000145996,0.000145996
139,542.654,1.09202,1.03887,1.01351,0.53629,0.76984,0.62969,0.42179,1.14942,1.00543,0.95058,0.000134894,0.000134894,0.000134894
140,546.138,1.06136,1.00084,1.00205,0.54496,0.75146,0.64802,0.43077,1.16102,0.98986,0.95323,0.000123791,0.000123791,0.000123791
141,564.982,0.98831,0.96157,0.9988,0.57374,0.77042,0.66853,0.43015,1.26544,0.97816,0.98445,0.000112689,0.000112689,0.000112689
142,568.499,0.97241,0.95421,0.97441,0.57382,0.77997,0.66265,0.42402,1.26955,0.9779,0.98794,0.000101587,0.000101587,0.000101587
143,572.051,0.98564,0.96689,0.9857,0.55262,0.77282,0.64746,0.43599,1.16279,0.97008,0.95457,9.04848e-05,9.04848e-05,9.04848e-05
144,575.649,0.96488,0.94027,0.97921,0.57179,0.77282,0.66209,0.4395,1.18348,0.97217,0.9593,7.93825e-05,7.93825e-05,7.93825e-05
145,579.285,0.95771,0.93393,0.98117,0.58656,0.7877,0.66076,0.43312,1.20151,0.96856,0.96415,6.82803e-05,6.82803e-05,6.82803e-05
146,582.865,0.9554,0.93464,0.98551,0.58331,0.77877,0.66632,0.43266,1.19182,0.9654,0.96346,5.71781e-05,5.71781e-05,5.71781e-05
147,586.344,0.97815,0.94133,0.98702,0.57628,0.76572,0.66149,0.44518,1.13325,0.96287,0.94718,4.60759e-05,4.60759e-05,4.60759e-05
148,589.815,0.93757,0.9458,0.96449,0.57198,0.78869,0.66048,0.44872,1.12289,0.95581,0.94468,3.49737e-05,3.49737e-05,3.49737e-05
149,593.444,0.9294,0.92778,0.96473,0.57448,0.78324,0.66232,0.44827,1.14529,0.95611,0.95015,2.38714e-05,2.38714e-05,2.38714e-05
150,596.986,0.96578,0.94542,0.97201,0.57421,0.78075,0.66293,0.44588,1.1606,0.95772,0.95235,1.27692e-05,1.27692e-05,1.27692e-05
